,make,model,year,engine_capacity,power,fuel_type,transmission,drive_mode,price,mileage
1892,SsangYong,Kyron,2009,2.0,141,дизель,механика,"4WD,",600000,143
1893,Peugeot,607,2001,2.2,158,бензин,АКПП,"передний,",450000,167
1894,Hyundai,Palisade,2022,2.2,202,дизель,АКПП,"4WD,",5900000,8
1895,Hyundai,Grand,2020,2.5,175,дизель,автомат,"4WD,",3990000,53
1896,Kia,Carnival,2020,2.2,199,дизель,АКПП,"передний,",4550000,18
1897,Kia,Carnival,2021,2.2,199,дизель,АКПП,"передний,",4650000,23
1898,Kia,Carnival,2020,2.2,199,дизель,АКПП,"передний,",4550000,15
1899,Kia,Carnival,2021,2.2,199,дизель,АКПП,"передний,",4650000,15
1900,Toyota,C-HR,2022,1.8,98,гибрид,вариатор,"передний,",2520000,4
1901,Daewoo,Nexia,2010,1.5,80,бензин,механика,"передний,",190000,293
1902,Volkswagen,Tiguan,2011,1.4,150,бензин,механика,"4WD,",1150000,121
1903,Mercedes-Benz,G-Class,2020,2.9,249,дизель,АКПП,"4WD,",15495000,47
1904,Toyota,Land,2017,4.5,249,дизель,АКПП,"4WD,",5099000,125
1905,Mercedes-Benz,S-Class,2007,5.5,388,бензин,АКПП,"4WD,",949000,140
1906,Hyundai,Palisade,2020,2.2,200,дизель,АКПП,"4WD,",4199000,39
1907,Volkswagen,Tiguan,2018,2.0,150,дизель,робот,"4WD,",2249000,65
1908,Toyota,Prius,2014,1.8,99,гибрид,вариатор,"передний,",1130000,200
1909,Changan,UNI-K,2021,2.0,232,бензин,АКПП,"4WD,",3550000,17
1910,Toyota,Land,2012,4.5,232,дизель,АКПП,"4WD,",3750000,142
1911,Lexus,RX270,2015,2.7,188,бензин,АКПП,"передний,",2820000,126
1912,SsangYong,Kyron,2009,2.0,141,дизель,механика,"4WD,",600000,143
1913,Peugeot,607,2001,2.2,158,бензин,АКПП,"передний,",450000,167
1914,Hyundai,Palisade,2022,2.2,202,дизель,АКПП,"4WD,",5900000,8
1915,Hyundai,Grand,2020,2.5,175,дизель,автомат,"4WD,",3990000,53
1916,Kia,Carnival,2020,2.2,199,дизель,АКПП,"передний,",4550000,18
1917,Kia,Carnival,2021,2.2,199,дизель,АКПП,"передний,",4650000,23
1918,Kia,Carnival,2020,2.2,199,дизель,АКПП,"передний,",4550000,15
1919,Kia,Carnival,2021,2.2,199,дизель,АКПП,"передний,",4650000,15
1920,Toyota,C-HR,2022,1.8,98,гибрид,вариатор,"передний,",2520000,4
1921,Daewoo,Nexia,2010,1.5,80,бензин,механика,"передний,",190000,293
1922,Volkswagen,Tiguan,2011,1.4,150,бензин,механика,"4WD,",1150000,121
1923,Mercedes-Benz,G-Class,2020,2.9,249,дизель,АКПП,"4WD,",15495000,47
1924,Toyota,Land,2017,4.5,249,дизель,АКПП,"4WD,",5099000,125
1925,Mercedes-Benz,S-Class,2007,5.5,388,бензин,АКПП,"4WD,",949000,140
1926,Hyundai,Palisade,2020,2.2,200,дизель,АКПП,"4WD,",4199000,39
1927,Volkswagen,Tiguan,2018,2.0,150,дизель,робот,"4WD,",2249000,65
1928,Toyota,Prius,2014,1.8,99,гибрид,вариатор,"передний,",1130000,200
1929,Changan,UNI-K,2021,2.0,232,бензин,АКПП,"4WD,",3550000,17
1930,Toyota,Land,2012,4.5,232,дизель,АКПП,"4WD,",3750000,142
1931,Lexus,RX270,2015,2.7,188,бензин,АКПП,"передний,",2820000,126
1932,SsangYong,Kyron,2009,2.0,141,дизель,механика,"4WD,",600000,143
1933,Peugeot,607,2001,2.2,158,бензин,АКПП,"передний,",450000,167
1934,Hyundai,Palisade,2022,2.2,202,дизель,АКПП,"4WD,",5900000,8
1935,Hyundai,Grand,2020,2.5,175,дизель,автомат,"4WD,",3990000,53
1936,Kia,Carnival,2020,2.2,199,дизель,АКПП,"передний,",4550000,18
1937,Kia,Carnival,2021,2.2,199,дизель,АКПП,"передний,",4650000,23
1938,Kia,Carnival,2020,2.2,199,дизель,АКПП,"передний,",4550000,15
1939,Kia,Carnival,2021,2.2,199,дизель,АКПП,"передний,",4650000,15
1940,Toyota,C-HR,2022,1.8,98,гибрид,вариатор,"передний,",2520000,4
1941,Daewoo,Nexia,2010,1.5,80,бензин,механика,"передний,",190000,293
1942,Volkswagen,Tiguan,2011,1.4,150,бензин,механика,"4WD,",1150000,121
1943,Mercedes-Benz,G-Class,2020,2.9,249,дизель,АКПП,"4WD,",15495000,47
1944,Toyota,Land,2017,4.5,249,дизель,АКПП,"4WD,",5099000,125
1945,Mercedes-Benz,S-Class,2007,5.5,388,бензин,АКПП,"4WD,",949000,140
1946,Hyundai,Palisade,2020,2.2,200,дизель,АКПП,"4WD,",4199000,39
1947,Volkswagen,Tiguan,2018,2.0,150,дизель,робот,"4WD,",2249000,65
1948,Toyota,Prius,2014,1.8,99,гибрид,вариатор,"передний,",1130000,200
1949,Changan,UNI-K,2021,2.0,232,бензин,АКПП,"4WD,",3550000,17
1950,Toyota,Land,2012,4.5,232,дизель,АКПП,"4WD,",3750000,142
1951,Lexus,RX270,2015,2.7,188,бензин,АКПП,"передний,",2820000,126
1952,SsangYong,Kyron,2009,2.0,141,дизель,механика,"4WD,",600000,143
1953,Peugeot,607,2001,2.2,158,бензин,АКПП,"передний,",450000,167
1954,Hyundai,Palisade,2022,2.2,202,дизель,АКПП,"4WD,",5900000,8
1955,Hyundai,Grand,2020,2.5,175,дизель,автомат,"4WD,",3990000,53
1956,Kia,Carnival,2020,2.2,199,дизель,АКПП,"передний,",4550000,18
1957,Kia,Carnival,2021,2.2,199,дизель,АКПП,"передний,",4650000,23
1958,Kia,Carnival,2020,2.2,199,дизель,АКПП,"передний,",4550000,15
1959,Kia,Carnival,2021,2.2,199,дизель,АКПП,"передний,",4650000,15
1960,Toyota,C-HR,2022,1.8,98,гибрид,вариатор,"передний,",2520000,4
1961,Daewoo,Nexia,2010,1.5,80,бензин,механика,"передний,",190000,293
1962,Volkswagen,Tiguan,2011,1.4,150,бензин,механика,"4WD,",1150000,121
1963,Mercedes-Benz,G-Class,2020,2.9,249,дизель,АКПП,"4WD,",15495000,47
1964,Toyota,Land,2017,4.5,249,дизель,АКПП,"4WD,",5099000,125
1965,Mercedes-Benz,S-Class,2007,5.5,388,бензин,АКПП,"4WD,",949000,140
1966,Hyundai,Palisade,2020,2.2,200,дизель,АКПП,"4WD,",4199000,39
1967,Volkswagen,Tiguan,2018,2.0,150,дизель,робот,"4WD,",2249000,65
1968,Toyota,Prius,2014,1.8,99,гибрид,вариатор,"передний,",1130000,200
1969,Changan,UNI-K,2021,2.0,232,бензин,АКПП,"4WD,",3550000,17
1970,Toyota,Land,2012,4.5,232,дизель,АКПП,"4WD,",3750000,142
1971,Lexus,RX270,2015,2.7,188,бензин,АКПП,"передний,",2820000,126
1972,SsangYong,Kyron,2009,2.0,141,дизель,механика,"4WD,",600000,143
1973,Peugeot,607,2001,2.2,158,бензин,АКПП,"передний,",450000,167
1974,Hyundai,Palisade,2022,2.2,202,дизель,АКПП,"4WD,",5900000,8
1975,Hyundai,Grand,2020,2.5,175,дизель,автомат,"4WD,",3990000,53
1976,Kia,Carnival,2020,2.2,199,дизель,АКПП,"передний,",4550000,18
1977,Kia,Carnival,2021,2.2,199,дизель,АКПП,"передний,",4650000,23
1978,Kia,Carnival,2020,2.2,199,дизель,АКПП,"передний,",4550000,15
1979,Kia,Carnival,2021,2.2,199,дизель,АКПП,"передний,",4650000,15
1980,Toyota,C-HR,2022,1.8,98,гибрид,вариатор,"передний,",2520000,4
1981,Daewoo,Nexia,2010,1.5,80,бензин,механика,"передний,",190000,293
1982,Volkswagen,Tiguan,2011,1.4,150,бензин,механика,"4WD,",1150000,121
1983,Mercedes-Benz,G-Class,2020,2.9,249,дизель,АКПП,"4WD,",15495000,47
1984,Toyota,Land,2017,4.5,249,дизель,АКПП,"4WD,",5099000,125
1985,Mercedes-Benz,S-Class,2007,5.5,388,бензин,АКПП,"4WD,",949000,140
1986,Hyundai,Palisade,2020,2.2,200,дизель,АКПП,"4WD,",4199000,39
1987,Volkswagen,Tiguan,2018,2.0,150,дизель,робот,"4WD,",2249000,65
1988,Toyota,Prius,2014,1.8,99,гибрид,вариатор,"передний,",1130000,200
1989,Changan,UNI-K,2021,2.0,232,бензин,АКПП,"4WD,",3550000,17
1990,Toyota,Land,2012,4.5,232,дизель,АКПП,"4WD,",3750000,142
1991,Lexus,RX270,2015,2.7,188,бензин,АКПП,"передний,",2820000,126
1992,SsangYong,Kyron,2009,2.0,141,дизель,механика,"4WD,",600000,143
1993,Peugeot,607,2001,2.2,158,бензин,АКПП,"передний,",450000,167
1994,Hyundai,Palisade,2022,2.2,202,дизель,АКПП,"4WD,",5900000,8
1995,Hyundai,Grand,2020,2.5,175,дизель,автомат,"4WD,",3990000,53
1996,Kia,Carnival,2020,2.2,199,дизель,АКПП,"передний,",4550000,18
1997,Kia,Carnival,2021,2.2,199,дизель,АКПП,"передний,",4650000,23
1998,Kia,Carnival,2020,2.2,199,дизель,АКПП,"передний,",4550000,15
1999,Kia,Carnival,2021,2.2,199,дизель,АКПП,"передний,",4650000,15
2000,Nissan,DAYZ,2017,0.7,49,бензин,вариатор,"передний,",680000,92
2001,SsangYong,Rexton,2019,2.2,181,дизель,АКПП,"4WD,",3450000,19
2002,Volkswagen,Polo,2022,1.6,110,бензин,АКПП,"передний,",1820000,18
2003,Toyota,Vista,1998,2.0,145,бензин,АКПП,"передний,",325000,348
2004,Лада,Приора,2013,1.6,98,бензин,механика,"передний,",390000,195
2005,BMW,7-Series,2002,3.6,272,бензин,АКПП,"задний,",320000,300
2006,Honda,Crosstour,2011,3.5,275,бензин,АКПП,"4WD,",1100000,248
2007,Nissan,Note,2018,1.2,79,гибрид,АКПП,"передний,",1230000,60
2008,Nissan,Note,2018,1.2,79,гибрид,АКПП,"передний,",1170000,76
2009,Toyota,Land,2014,4.5,235,дизель,АКПП,"4WD,",4550000,224
2010,Toyota,Isis,2010,1.8,133,бензин,вариатор,"4WD,",1050000,146
2011,Land,Rover,2003,4.4,286,бензин,АКПП,"4WD,",750000,120
2012,Chevrolet,Cruze,2018,1.4,153,бензин,АКПП,"передний,",1230000,78
2013,Toyota,Sienta,2018,1.5,109,бензин,вариатор,"передний,",1335000,89
2014,Honda,Freed,2018,1.5,131,бензин,вариатор,"передний,",1585000,69
2015,Toyota,Camry,2022,2.5,204,бензин,АКПП,"передний,",2880000,10
2016,Nissan,DAYZ,2017,0.7,49,бензин,вариатор,"передний,",680000,92
2017,SsangYong,Rexton,2019,2.2,181,дизель,АКПП,"4WD,",3450000,19
2018,Volkswagen,Polo,2022,1.6,110,бензин,АКПП,"передний,",1820000,18
2019,Toyota,Vista,1998,2.0,145,бензин,АКПП,"передний,",325000,348
2020,Лада,Приора,2013,1.6,98,бензин,механика,"передний,",390000,195
2021,BMW,7-Series,2002,3.6,272,бензин,АКПП,"задний,",320000,300
2022,Honda,Crosstour,2011,3.5,275,бензин,АКПП,"4WD,",1100000,248
2023,Nissan,Note,2018,1.2,79,гибрид,АКПП,"передний,",1230000,60
2024,Nissan,Note,2018,1.2,79,гибрид,АКПП,"передний,",1170000,76
2025,Toyota,Land,2014,4.5,235,дизель,АКПП,"4WD,",4550000,224
2026,Toyota,Isis,2010,1.8,133,бензин,вариатор,"4WD,",1050000,146
2027,Land,Rover,2003,4.4,286,бензин,АКПП,"4WD,",750000,120
2028,Chevrolet,Cruze,2018,1.4,153,бензин,АКПП,"передний,",1230000,78
2029,Toyota,Sienta,2018,1.5,109,бензин,вариатор,"передний,",1335000,89
2030,Honda,Freed,2018,1.5,131,бензин,вариатор,"передний,",1585000,69
2031,Toyota,Camry,2022,2.5,204,бензин,АКПП,"передний,",2880000,10
2032,Nissan,DAYZ,2017,0.7,49,бензин,вариатор,"передний,",680000,92
2033,SsangYong,Rexton,2019,2.2,181,дизель,АКПП,"4WD,",3450000,19
2034,Volkswagen,Polo,2022,1.6,110,бензин,АКПП,"передний,",1820000,18
2035,Toyota,Vista,1998,2.0,145,бензин,АКПП,"передний,",325000,348
2036,Лада,Приора,2013,1.6,98,бензин,механика,"передний,",390000,195
2037,BMW,7-Series,2002,3.6,272,бензин,АКПП,"задний,",320000,300
2038,Honda,Crosstour,2011,3.5,275,бензин,АКПП,"4WD,",1100000,248
2039,Nissan,Note,2018,1.2,79,гибрид,АКПП,"передний,",1230000,60
2040,Nissan,Note,2018,1.2,79,гибрид,АКПП,"передний,",1170000,76
2041,Toyota,Land,2014,4.5,235,дизель,АКПП,"4WD,",4550000,224
2042,Toyota,Isis,2010,1.8,133,бензин,вариатор,"4WD,",1050000,146
2043,Land,Rover,2003,4.4,286,бензин,АКПП,"4WD,",750000,120
2044,Chevrolet,Cruze,2018,1.4,153,бензин,АКПП,"передний,",1230000,78
2045,Toyota,Sienta,2018,1.5,109,бензин,вариатор,"передний,",1335000,89
2046,Honda,Freed,2018,1.5,131,бензин,вариатор,"передний,",1585000,69
2047,Toyota,Camry,2022,2.5,204,бензин,АКПП,"передний,",2880000,10
2048,Nissan,DAYZ,2017,0.7,49,бензин,вариатор,"передний,",680000,92
2049,SsangYong,Rexton,2019,2.2,181,дизель,АКПП,"4WD,",3450000,19
2050,Volkswagen,Polo,2022,1.6,110,бензин,АКПП,"передний,",1820000,18
2051,Toyota,Vista,1998,2.0,145,бензин,АКПП,"передний,",325000,348
2052,Лада,Приора,2013,1.6,98,бензин,механика,"передний,",390000,195
2053,BMW,7-Series,2002,3.6,272,бензин,АКПП,"задний,",320000,300
2054,Honda,Crosstour,2011,3.5,275,бензин,АКПП,"4WD,",1100000,248
2055,Nissan,Note,2018,1.2,79,гибрид,АКПП,"передний,",1230000,60
2056,Nissan,Note,2018,1.2,79,гибрид,АКПП,"передний,",1170000,76
2057,Toyota,Land,2014,4.5,235,дизель,АКПП,"4WD,",4550000,224
2058,Toyota,Isis,2010,1.8,133,бензин,вариатор,"4WD,",1050000,146
2059,Land,Rover,2003,4.4,286,бензин,АКПП,"4WD,",750000,120
2060,Chevrolet,Cruze,2018,1.4,153,бензин,АКПП,"передний,",1230000,78
2061,Toyota,Sienta,2018,1.5,109,бензин,вариатор,"передний,",1335000,89
2062,Honda,Freed,2018,1.5,131,бензин,вариатор,"передний,",1585000,69
2063,Toyota,Camry,2022,2.5,204,бензин,АКПП,"передний,",2880000,10
2064,Nissan,DAYZ,2017,0.7,49,бензин,вариатор,"передний,",680000,92
2065,SsangYong,Rexton,2019,2.2,181,дизель,АКПП,"4WD,",3450000,19
2066,Volkswagen,Polo,2022,1.6,110,бензин,АКПП,"передний,",1820000,18
2067,Toyota,Vista,1998,2.0,145,бензин,АКПП,"передний,",325000,348
2068,Лада,Приора,2013,1.6,98,бензин,механика,"передний,",390000,195
2069,BMW,7-Series,2002,3.6,272,бензин,АКПП,"задний,",320000,300
2070,Honda,Crosstour,2011,3.5,275,бензин,АКПП,"4WD,",1100000,248
2071,Nissan,Note,2018,1.2,79,гибрид,АКПП,"передний,",1230000,60
2072,Nissan,Note,2018,1.2,79,гибрид,АКПП,"передний,",1170000,76
2073,Toyota,Land,2014,4.5,235,дизель,АКПП,"4WD,",4550000,224
2074,Toyota,Isis,2010,1.8,133,бензин,вариатор,"4WD,",1050000,146
2075,Land,Rover,2003,4.4,286,бензин,АКПП,"4WD,",750000,120
2076,Chevrolet,Cruze,2018,1.4,153,бензин,АКПП,"передний,",1230000,78
2077,Toyota,Sienta,2018,1.5,109,бензин,вариатор,"передний,",1335000,89
2078,Honda,Freed,2018,1.5,131,бензин,вариатор,"передний,",1585000,69
2079,Toyota,Camry,2022,2.5,204,бензин,АКПП,"передний,",2880000,10
2080,Nissan,DAYZ,2017,0.7,49,бензин,вариатор,"передний,",680000,92
2081,SsangYong,Rexton,2019,2.2,181,дизель,АКПП,"4WD,",3450000,19
2082,Volkswagen,Polo,2022,1.6,110,бензин,АКПП,"передний,",1820000,18
2083,Toyota,Vista,1998,2.0,145,бензин,АКПП,"передний,",325000,348
2084,Лада,Приора,2013,1.6,98,бензин,механика,"передний,",390000,195
2085,BMW,7-Series,2002,3.6,272,бензин,АКПП,"задний,",320000,300
2086,Honda,Crosstour,2011,3.5,275,бензин,АКПП,"4WD,",1100000,248
2087,Nissan,Note,2018,1.2,79,гибрид,АКПП,"передний,",1230000,60
2088,Nissan,Note,2018,1.2,79,гибрид,АКПП,"передний,",1170000,76
2089,Toyota,Land,2014,4.5,235,дизель,АКПП,"4WD,",4550000,224
2090,Toyota,Isis,2010,1.8,133,бензин,вариатор,"4WD,",1050000,146
2091,Land,Rover,2003,4.4,286,бензин,АКПП,"4WD,",750000,120
2092,Chevrolet,Cruze,2018,1.4,153,бензин,АКПП,"передний,",1230000,78
2093,Toyota,Sienta,2018,1.5,109,бензин,вариатор,"передний,",1335000,89
2094,Honda,Freed,2018,1.5,131,бензин,вариатор,"передний,",1585000,69
2095,Toyota,Camry,2022,2.5,204,бензин,АКПП,"передний,",2880000,10
2096,Nissan,DAYZ,2017,0.7,49,бензин,вариатор,"передний,",680000,92
2097,SsangYong,Rexton,2019,2.2,181,дизель,АКПП,"4WD,",3450000,19
2098,Volkswagen,Polo,2022,1.6,110,бензин,АКПП,"передний,",1820000,18
2099,Toyota,Vista,1998,2.0,145,бензин,АКПП,"передний,",325000,348
2100,Лада,Приора,2013,1.6,98,бензин,механика,"передний,",390000,195
2101,BMW,7-Series,2002,3.6,272,бензин,АКПП,"задний,",320000,300
2102,Honda,Crosstour,2011,3.5,275,бензин,АКПП,"4WD,",1100000,248
2103,Nissan,Note,2018,1.2,79,гибрид,АКПП,"передний,",1230000,60
2104,Nissan,Note,2018,1.2,79,гибрид,АКПП,"передний,",1170000,76
2105,Toyota,Land,2014,4.5,235,дизель,АКПП,"4WD,",4550000,224
2106,Toyota,Isis,2010,1.8,133,бензин,вариатор,"4WD,",1050000,146
2107,Land,Rover,2003,4.4,286,бензин,АКПП,"4WD,",750000,120
2108,Chevrolet,Cruze,2018,1.4,153,бензин,АКПП,"передний,",1230000,78
2109,Toyota,Sienta,2018,1.5,109,бензин,вариатор,"передний,",1335000,89
